uuid,fid2,land_type2,issue_year2
c56006df-518e-47a3-a7b4-56415d7bcaed,13892,100,2022
145d7a8c-8bf9-4a13-9582-8f22053d530d,14281,100,2022
076dc1b8-4b5e-4728-a08a-44e193582c30,14084,100,2022
574d9532-ae74-4c72-bff0-dd1170127c25,15234,100,2022
ebc2892f-0e2f-42b2-8b8c-d2b8f3039e4d,45258,100,2022
50148556-6880-43e3-9e0e-45630f90bc44,14698,100,2022
56a102ea-efbf-4a77-9152-5f736cf5d00f,15044,100,2022
eec8e747-f87c-4f1b-9a5e-fb5dfbadca2d,45036,100,2022
283b6431-f6f3-49a4-9f18-fde83d5c3ff8,14049,100,2022
f4b9ff70-d520-4128-925f-26797cb584e9,13995,100,2022
04051371-cf85-45e5-8b0a-044a1912762d,44671,100,2022
084b97cc-0436-4f95-ac7e-d5f274d4f7bd,44888,100,2022
a5582ab9-2eb9-436e-9ee4-4346d2511e1e,14264,100,2022
5249f837-d3b4-45ad-a2ae-0f32ba560992,15095,100,2022
5db93d22-3b62-4f7d-884e-e45947e1cbca,15593,100,2022
07ebdb7f-43f1-4496-9319-3500b2fe57d4,36604,100,2022
5e6c7d58-f301-4620-8eb8-ae9dd8323d82,15343,100,2022
8a8488fe-aea2-4423-89b7-f0eb4cbd1814,306,100,2022
c5ad9bc8-bcfc-499a-871c-442ab4713542,14913,100,2022
adfabcc0-e091-4129-9842-5388615a594e,15029,100,2022
7ee52f08-0a08-4815-980e-0ba21913bfeb,200,100,2022
03af305a-4df8-4ca1-a38d-6cbd5ec3de0a,45561,100,2022
bd73bd0f-9a84-448f-90a5-d2a8afdf9032,14211,100,2022
c9ea6596-97ed-4326-bf1f-8a481f334784,454,100,2022
d0d97201-c28c-4cd0-9ac8-a3c1430f7eb8,15582,100,2022
e152a2a0-4cc6-42ae-b72a-26ddd5352135,44641,100,2022
319ec50c-01df-4463-8313-fa6a2771373b,14838,100,2022
b0b13876-3da2-4b07-ba52-150da377ab7b,45162,100,2022
a2faa1d5-0e8d-46cd-a997-f3b16d37457e,217,100,2022
b87dd390-6721-4bc0-9447-990403d90ac4,226,100,2022
e076405b-4f98-4526-b7dc-705a64944052,45054,100,2022
faa80b91-c542-43aa-9a68-ddd0a1b72b1e,45073,100,2022
b7c2db8a-da96-40c9-9124-7f19ce528ff4,206,100,2022
6697472a-3e07-4244-8f2c-e0a07e10fb99,14456,100,2022
4b326722-09d9-462a-b676-7a2e329a058a,45549,100,2022
11517413-a920-40d8-b4fb-1de5580deca0,45225,100,2022
6936649e-b0cd-45c2-8585-dddb76f55cf9,14402,100,2022
bcaba458-6202-4fc6-bdf9-abb4c7de6dd7,14657,100,2022
2115ce1d-a9d8-48dd-83b0-ae89ed2d71a1,45666,100,2022
5634cd50-c7a3-4598-9bda-c09fea595d4c,41252,100,2022
34eea886-5fbd-41a5-a00c-573810554c96,41753,200,2022
474f144e-c5cb-4ba8-977c-649e017e868c,36712,100,2022
5f682d7b-eee9-4e94-86bf-891c8b9027c9,199,100,2022
b57b8113-6497-4510-89c2-47b53fd28d22,41212,200,2022
07ee1319-0564-40be-9fac-00dd6175d026,38741,200,2022
4d66bd5a-da78-4eef-a330-1d70cadf7078,43251,200,2022
b1aaf82d-d8d3-4d31-b0f5-8c230b90b6a7,44965,100,2022
5bf60cbe-6599-4f5e-8552-aefd68b80733,41255,100,2022
1a5e3356-37ba-4b9b-8b5f-5ec51574186c,42627,200,2022
4d276e06-e873-4321-b043-9d4f6ba7f109,14320,200,2022
0d1542f3-70f3-4f59-b405-7308825d1be9,88,200,2022
2c647a57-f31f-4a08-ade1-c8dff69f693f,45316,100,2022
9f2294e1-5a1d-4ba9-9d1c-5ec6c2ceaa42,15428,100,2022
b54ff592-189f-4aff-9b6c-a25862a4dd59,45679,100,2022
93640d62-c8a2-40c7-8c1e-24fbc19b895a,44782,100,2022
054e772f-cbce-4f8d-819d-e68fbfc61b84,38619,100,2022
6763aeee-f85d-4198-b823-18a2b94eb6ea,37190,100,2022
87e40608-eb47-447e-995c-5b721abc5d15,45596,100,2022
506a2f70-d683-451a-bf9e-4380e572d53c,46662,200,2022
69162e0d-d820-46df-87cf-84e022a67221,44771,100,2022
a03a4c1d-9d49-4214-a984-251efffc6351,14255,100,2022
f0605c25-4054-4cb6-a23c-e782701a0ff5,37462,100,2022
b5e3e2c9-6e7b-45ac-b9f8-f31313602c3b,36883,100,2022
7e84b4f3-9472-4278-ad70-b0326b629537,37897,100,2022
d3c234c5-c135-4419-9d17-7695285302f8,37357,100,2022
0615f0d6-f163-4857-94e6-09dc922d1ba2,36745,100,2022
82bff7d5-3988-43a1-8fca-f4411153f1c3,37895,100,2022
1e87531b-ac46-48bd-8eb0-b211446a675e,14965,200,2022
b449b360-8072-4f45-9fbe-f25b4eccf2a0,38693,200,2022
a44a9c76-559d-497c-8a12-b6d03da4d0b6,36850,100,2022
ed2ab717-85dd-453e-b315-ccb2ab8d2013,15475,100,2022
e5b9b887-f615-4f91-8209-b809fddf387f,14128,100,2022
e55a2988-368d-491e-a5db-ff04449a61f5,15636,100,2022
72964144-1c5e-45d1-ad47-a93a25dfe8e9,14447,100,2022
a23f2fdc-1a3e-44bd-8ad7-1183b8a1097f,41228,100,2022
73955176-9164-4694-a17e-00f09a90de2d,42496,100,2022
f8988b50-0636-4a7b-b100-ab6e39fe0d3c,38918,100,2022
0cff7e43-6d5b-4116-8bc8-10c72f562c62,38744,100,2022
e7e468fe-b4bf-430a-9d85-759d4ed60828,44720,100,2022
0c833ab8-0189-4b2c-a94c-ec6282ed1ba5,44762,100,2022
c3f0b316-9fec-47fc-b854-941bfcbff8aa,45390,100,2022
adc9e1fc-7bc6-4c30-b89d-f281c8688181,37285,100,2022
579f52b0-9f7b-47f7-8754-d20e71383914,676,100,2022
e6bf8cb8-ceb7-4213-89f0-c88f6f4f067c,42407,100,2022
9c1ca2bc-20ae-4a21-a3dc-4a62d9dd4b84,44877,100,2022
28addff8-dafc-4b0d-901c-67d2ca13d4c9,45413,100,2022
675a2776-efa2-4b54-bb0e-32407dcf582e,45557,100,2022
c708faf5-ba03-4bb3-a2a1-361d197ed69f,15178,100,2022
9e962103-f6cc-4909-8a1d-d1bc66719844,13913,100,2022
f9f24e40-fc93-4e8f-b69a-a8a946afaa3b,45131,100,2022
b8b4a444-c539-4dd7-882b-3494420c437d,14198,100,2022
349e5a06-34e0-4957-92e3-311881940514,37097,100,2022
a1c0dcc7-c27d-444b-b90f-0c681e4a77e7,62,100,2022
ba09ce7e-008d-48c4-8f90-28bd868ca366,14717,100,2022
02812236-19b8-4c10-a180-4019c1f52d34,45668,100,2022
f8c2e6c7-a839-48e5-8185-fd073ab69f0b,13981,100,2022
9fff4eff-d9fd-4a62-a66e-1fa7e23a35b0,45175,100,2022
7f9a9fef-e3c8-4116-900e-27563d9e65ac,14611,100,2022
a96986fc-c6b6-4583-9f64-4515760b74af,39194,100,2022
b0f0900a-0d0a-4937-83b5-4d298a0b6c99,15386,100,2022
0c874776-bf9c-4b30-8cab-5d8b06a2bce2,45048,100,2022
a78b3c95-39fe-4636-bc65-c9737b5cbff4,708,100,2022
e0fc6531-f75e-4bd0-9335-67a6789bf737,41520,100,2022
bc66149d-4226-4b63-830b-2df112d38232,42518,100,2022
5505a5ae-bf4f-42e1-aa50-005f40a763ba,41116,100,2022
469ac730-5bec-4c2a-b067-6a3b221f3fac,45702,100,2022
5009c68c-af2c-488c-88a9-7e1106a7b353,14366,100,2022
bb48895f-dfb0-4d94-9cd5-f87d52477884,14008,100,2022
3d8de667-8523-479c-b363-6387c5ba9cac,42869,100,2022
eb4c7110-b706-41f3-8d8a-bf5b3f9aa9e8,14749,100,2022
3a1a8e96-090d-4793-90be-ea5b212e8f08,580,200,2022
099b7519-5768-4dc3-a1c4-5d7a916d0c6f,14626,200,2022
ad54e630-f631-4513-aca1-82bfc787cdb4,14640,100,2022
e4146d06-f6cf-48a7-9477-a4e8709eff35,37916,100,2022
a4a5331f-b231-46b2-ad20-73b74ebd0dd8,14761,100,2022
94e56b1c-14a8-4a81-a7df-de96af6c4fe9,41181,100,2022
95a3a3d3-1b96-4bb9-b286-cf5b429197ee,37775,100,2022
835e300c-ad29-4997-abac-0e1cdb8b845f,38349,100,2022
073fbfad-b248-4c6e-9a66-c2d85541e169,41585,100,2022
d853303b-3787-4f9e-afd0-8a204c74d51c,47008,100,2022
db723c5a-07f3-4bea-8fd3-8ad0e907a2ad,44,100,2022
43e289ab-10c1-430b-a7b9-8711bda6b28a,46685,100,2022
c779daa2-389f-419c-8f5c-568a73ae26c5,47110,100,2022
0b8ac374-1ee5-4b60-8dde-d7dc5fb98172,15231,100,2022
65631bd1-f034-4422-8677-35c34f8587a5,14775,100,2022
3c0d21bd-1ae5-4568-bb49-4813a3788151,335,100,2022
178ca07d-3aaf-4ecb-b926-cde364fabd4d,45524,100,2022
1fddd715-4919-428c-a4e7-9c2b381eab14,38855,100,2022
90ad6100-3170-432e-a5b0-8851b4398a45,38382,100,2022
b5779192-b311-4fb1-a0ab-686eb321a122,686,100,2022
fe5190fa-4190-42b7-b2ea-d08b14a1b749,13742,100,2022
61f1745b-97b5-4eb4-a36b-a891e7c6a409,14073,100,2022
bfd477b1-2fac-48f2-82df-cc6ff4bbc549,45192,100,2022
8403e4d8-09bc-4696-aca6-b114100e85a9,15391,100,2022
6930177f-7e33-413a-9617-f03c70984a7f,42404,100,2022
4b96c256-48ed-45d2-bd31-1d03379ad331,15119,100,2022
37deac54-62cd-46da-9192-ee3be5a4cd59,14139,100,2022
0f3091fd-c814-4b25-a4bb-6ec677b346d0,52,100,2022
69101fcf-a550-4a8c-89c7-c0d8f50a8fd3,36659,100,2022
2f19fff5-d376-43f9-9eea-42744f5624e6,28,100,2022
98ccf03c-06e7-4de0-bedd-de5dd5732261,37065,100,2022
2ceabc7e-bd73-43c2-bdf8-6d382c3fd6bb,867,100,2022
ec93db50-129d-4c1f-8a49-55b5c80a02cd,45754,100,2022
8a845de5-fd45-4ec3-bc14-5e11a7eb5188,45602,100,2022
4f19bccf-6826-4006-b806-9570de4ab162,14274,100,2022
b7c2cdb1-794d-46e5-81d1-1e4f418e56c8,44706,100,2022
991b1918-03fd-4bee-a44d-db65ecadd979,15228,100,2022
9e749bd5-69c0-4877-b815-e3944f57b5b8,45469,100,2022
40d0440e-5451-4968-829e-c601b0d13181,41539,100,2022
c80b8ff2-f4a1-4a4d-b1cd-ac9d0b31b8b1,15579,100,2022
fecdf77a-2d60-4237-adf1-311a804f3e35,44909,100,2022
e2642867-4a2c-445a-998b-8358a9b7903e,41337,100,2022
b418f35b-0a44-41d2-8b7c-42b224cc2a42,14964,100,2022
deabd152-f534-4100-9344-def35c940b60,735,100,2022
7957c7a1-8e08-4352-b7f6-a527ba75b95e,47039,100,2022
8c4665cb-5cb4-4671-a7ec-67b2da480ab8,13947,100,2022
399c92ab-f1c9-424b-8df3-81a8e47831d7,14167,100,2022
9bb55c86-c51f-4c1e-9df2-fab08a650894,13640,200,2022
5c08b9f2-9dca-4ae5-89ac-d01cdac9cb1f,841,100,2022
5525371d-30fa-4a2d-8f3e-2325d30e72f1,38849,100,2022
09a97428-6048-46d3-ac99-53ac83a62011,54,100,2022
f0d3d9f3-7bcf-472b-904b-135a88999bbe,41243,100,2022
4b872cc7-61cd-4b02-bc8b-01ee13f39d09,15025,100,2022
9e3e5091-8a2f-4f87-8b85-30caa6f3e129,37364,100,2022
558235d8-34f1-4257-8eb3-fc5799d3d637,38573,100,2022
04d659a9-169f-4258-a380-63352942ab7f,37655,100,2022
3e48012e-d2fd-4af2-abe5-09cea0eba82c,37309,100,2022
f234fe92-6cce-46b9-8b28-7fbb3f65c781,37601,100,2022
6fd2bead-1839-4a5b-b849-f38a8d950d67,36941,100,2022
b21ecc40-31db-43a5-8237-833114ca780a,14137,100,2022
fc900cf5-c26d-4efe-809e-8b3453ae8094,613,100,2022
9383336a-76d9-4049-b3d3-303c61bc6c16,14233,100,2022
ada8066b-3fb1-4f9f-8c89-ebf095ecafca,14924,100,2022
db6561f1-72e2-4dd1-83cc-b09cf919de28,330,100,2022
2d3cf4e6-8272-405b-af5a-2622f4a430bb,13869,100,2022
6eb46ba8-6dcd-4636-99cf-6d1547a306f9,39124,100,2022
3726e531-a4b3-4080-a033-76fd694be303,14982,100,2022
6c94c966-a630-4647-8d04-c20c103b8bf4,14591,100,2022
5e5111e7-6cda-4950-b3d2-882e9dba6e3f,13847,100,2022
ae403270-b704-4bcf-895f-28ab66023986,748,200,2022
16e0ba47-5e49-41b6-ba2d-bd0339b5ed93,38451,200,2022
6cff3fc4-cd12-4927-bed2-20fd69ede3ba,41599,200,2022
3759a307-91eb-4af8-95b0-852ff7a1caae,42678,200,2022
4175f90b-d43b-4f3b-bbea-e55fe0fead8a,14032,200,2022
2e5e2d4f-b318-425e-9b28-b20811015373,41234,200,2022
87a24e4c-d6d9-48d4-bcc6-aa662b3fea3a,45185,100,2022
8b06a43b-8f70-4127-b32e-705d76f6792b,15273,100,2022
14c4b69d-8580-4faa-bf0f-9d040c36c739,819,100,2022
169fa1e2-6eda-4b4f-bccf-303732d79b4b,36996,200,2022
74d8eac9-2857-460b-9419-f6f1e03f9d2d,46933,200,2022
9d220f2c-7d93-4faf-81ea-c365be9e3345,41175,100,2022
960e960a-eb72-4e18-927a-486d71a4b64d,39027,100,2022
d3b55ae3-270c-451f-b0d6-9d3504fcf18a,193,100,2022
9e1da471-f95a-4370-bd77-5de71cfd3d45,38890,100,2022
cdfab877-5685-4d53-80c5-5c9831d91c92,14918,100,2022
01872c7f-7eb2-4f4b-8e2d-83265e8f09e8,70,100,2022
cb3c87af-a9c6-40c0-b36b-13bd407a6230,15352,100,2022
57e2e08f-49fb-40e3-8e06-457b9a21ba1d,45528,200,2022
adc2d332-408d-4b33-9395-da82de9c1121,45471,100,2022
9b0b207d-f82c-4a4e-83d1-eeda0ed9f3ed,779,100,2022
89e0bbc4-d53d-4337-afe5-f1d3fc1db8be,14219,100,2022
031d3ec7-181d-4d4c-b7ce-389d3aaefc93,13919,100,2022
3d5adb4e-f699-4fda-96f6-90decf0291d1,44668,100,2022
b7e8e593-2028-4b33-8e54-2080a065ce88,14755,100,2022
8ce0a522-2dfa-49a1-9c71-171790f5629f,45286,100,2022
8921bec8-b10b-4662-bc2a-9cbaa1a2dece,44684,100,2022
f76054ac-0409-4f82-ba94-409d223f261f,45062,100,2022
87562b48-1660-4fd6-8b6d-1f5eada913d5,46630,100,2022
ceb5bfc7-93cf-4e74-b587-b911f9acd6bb,44963,100,2022
25cf63e8-4be6-4229-9203-0962670234ad,44818,100,2022
e0f8fd93-cc04-45bc-95ab-7f4b5acf873a,38801,100,2022
dea5b4d0-b351-461c-9de2-65d2d8b4509e,41673,100,2022
d1803b90-5e26-412e-b3a9-cd93a9125b7b,14475,100,2022
81a5d335-8396-4dbf-885d-6390513c0a74,172,100,2022
aead7aaf-8d48-4fe9-b0f2-c451d574ebdb,38238,100,2022
359ff411-4d4f-4b62-a79b-a80d75108af4,14109,100,2022
ba75d37c-bfbe-4f84-a4fd-fbd232e4840a,37480,100,2022
38180395-d1b3-45b1-a53a-efb2d4780cca,14260,200,2022
e33faa1f-61d4-458d-a0a9-e1051162f7c7,41208,100,2022
f0b059c0-2704-40b5-92e7-e2c9f3f3bae8,43397,100,2022
126af7cd-bd1a-42d4-84e8-0dad6e40c6a6,42940,100,2022
04246a46-ba46-4a81-a492-928dde8299d2,41638,200,2022
ec4860a2-df9d-48ed-a32f-ca5c4136c9e5,42220,100,2022
9495fd84-710c-44f7-a8d9-d10ac8c80609,97,100,2022
31badf0e-044a-4b8f-8d64-fbef1234c200,40987,100,2022
39793894-3a48-4eaf-917e-0ad50554ed52,15296,100,2022
0b8b256d-1177-4eb6-9420-a25afe4e04a6,45320,100,2022
0df59cc2-6b62-43b2-b7f0-cc090eba0651,15048,200,2022
1a81e158-24e6-43a1-924b-b77e268b005d,45107,200,2022
3ba7987d-4a6e-4cbe-8879-3a95b3c9222d,42840,100,2022
0cccaadd-2b7e-4049-8c44-a6a0d98fe1fa,36913,200,2022
71c5f05f-d317-43f3-8447-e6a7b5b6ed65,39011,200,2022
93e6f391-4505-4357-bd9d-2d493bb3d58c,43400,200,2022
4453b6a4-7e23-4d67-9789-55c6cf9f77b8,43241,200,2022
7091eba9-ae14-4a20-926f-22edb990bc80,46580,200,2022
43c59e6b-cca8-483b-88a0-60f370410740,47249,200,2022
1e0e7c14-1a87-4062-8c7a-a81610cab899,42059,100,2022
2155b7e7-949c-472d-bd4c-983fca686d70,46232,100,2022
9b2e0d50-b0aa-40e1-8d45-5166c1c4f52e,41581,200,2022
6c07839a-eaac-4462-a5bc-df02113de688,41795,200,2022
e2305387-6881-4de4-8c9f-527d1b70eca0,46366,100,2022
2ddbb321-b885-40eb-9678-f86746628af2,46634,100,2022
a8be3590-c83f-42bf-a61a-eb8a6cb64001,43011,100,2022
2bbbfd2f-aac8-42e3-b73e-07dfe1633294,43278,100,2022
b2825cb8-c998-49fb-9300-9148c6050b20,37362,100,2022
ec1edbb0-49f8-4739-aeb7-13dd0aa53a3e,46703,200,2022
c35fd74d-0872-4a98-977c-ea5a019ec9e4,40959,200,2022
94bcbd2f-e7b2-4ba6-aed6-72a86c468ed0,46592,200,2022
8705cdf0-b2a4-4a88-94e3-85fee92dc689,46959,200,2022
95a8df3c-d1a2-4029-b4f7-236453a8ddf0,43124,200,2022
d549be35-fd61-4fce-832a-c32dc1281265,46684,200,2022
fc2d2b7b-776a-4c32-a781-a034b279e3b6,42631,200,2022
e15353ec-ebd8-433c-87b9-5ae96f2cc9e0,47028,200,2022
ee6d2ab0-9d57-4933-b82d-586c5daa16ac,42948,200,2022
336b2645-58ef-4da2-a668-f522d102177c,37851,200,2022
1646646d-7ba6-4e29-a3c8-ae38bbdcf5bb,46854,200,2022
442b1bb3-23d4-4e0b-bdfc-6f870c343c3e,42178,200,2022
a10778e4-247b-436a-b5ce-974f6a5b7e81,45433,200,2022
2633dd0f-0b91-4129-85f9-dfbaf07e7767,490,200,2022
5240f893-4db7-4c42-830a-306b33749587,14047,100,2022
aec49ef6-3107-4e4c-a763-9eb43fb23fca,14687,100,2022
fa6b8888-6f62-486a-b853-f3a887df0436,194,100,2022
6d3d9be6-41c7-4648-9cdf-d36966844d14,65,100,2022
bc39c7fb-20de-469b-95cd-071f79cad870,14770,100,2022
f9818b80-e223-410f-b654-fe3d989fb6c9,45138,100,2022
4261fd8c-e217-4c6d-ac92-bef73cc74475,39320,100,2022
2a25a0e2-fbee-4c3b-82cd-7fcb9fbc942b,14183,100,2022
f44d25b8-6471-4eeb-b048-1e47a0373d83,15091,100,2022
917703a4-7218-49ed-9593-96ae1fb0f927,47094,100,2022
bdbdb20d-69b1-4764-a643-737ae59e89ee,15169,100,2022
a8c51d71-33da-4d0c-a93f-7f0d7a8cf125,624,100,2022
28589f0e-d6c8-40ab-a8e6-eb3090e2f8c7,41113,100,2022
552aef6c-8593-411a-8336-b9a717b191f6,41946,200,2022
b44dde9a-df0c-4297-9446-72d3d5b1934f,656,200,2022
480ab2bc-8740-4748-8e4e-f63a36b6ce70,485,200,2022
0ed2756e-5a78-44c6-93e1-788055d8d9b0,41284,200,2022
8a735af9-2f17-430b-bf1e-ae38ceca32a4,14342,100,2022
41478314-8063-400a-b5a5-40c6f8cd9f4d,15302,100,2022
c6e02f7d-7fb5-4049-84b5-3c33302f7ea8,59,100,2022
2717c28b-806e-460c-94ba-4cec47359e8f,46712,100,2022
0b7d531b-e2cf-416b-b1d3-f81f619bc381,45432,100,2022
dddb2c0c-a0e6-4667-99e5-01fe8a37cf0b,44832,100,2022
035f3af7-a1b9-4127-a5db-91a506f60bda,13818,100,2022
a73da382-a2b7-4d0e-b8fa-b4733fcdbde9,13668,100,2022
327fb540-6131-40b9-960c-0f44ed7d1056,720,100,2022
8c3b85a8-1588-4995-b268-99cb7dc4c23a,14410,100,2022
75952300-b860-4592-b4a3-38bbcbd765b5,14424,100,2022
b29681fe-8e89-4961-9bc2-d4b2210ae655,45499,100,2022
d73bbdaa-d0b9-4544-962c-2284c9a6235d,15084,100,2022
c21fd45f-f979-4e90-b764-82dfcc5a4a98,40917,100,2022
7922e182-8bd9-4196-a272-b108034a7466,45618,200,2022
e9922042-ff1c-4694-ad93-4175a88bd3f6,37760,100,2022
3e451ac2-cebe-42fc-9778-e9f4d51d888d,13997,100,2022
2da6ad83-55bd-4779-b6e0-aa0d7d373199,38909,100,2022
5beeeaad-01d8-479c-9113-8c441baf4b28,600,100,2022
68cdc44e-a262-4604-9047-3c582941380a,121,100,2022
8ecdb93b-e9c1-4b45-8e8a-11da23f523be,45290,100,2022
25873e09-7e8a-4833-9760-d949782ab7e9,42067,100,2022
32a7d51b-5a0a-4fa7-92c8-b993df3232c9,15020,100,2022
8826888e-1a18-4b64-9413-e515a769db78,576,100,2022
142595af-d607-4c34-8715-4353c42a6464,499,100,2022
3bee8d33-45a5-433a-8e61-fcae53113c6f,45756,100,2022
4329b32a-f1c8-4c3a-89fc-da22f27dd857,45186,100,2022
fd5e23ed-17c4-4106-9745-34344c095999,45164,100,2022
ba0cbb9a-5090-4aa2-bed9-18d9cf8c82d6,14791,100,2022
1f3bbc0c-2f15-4a3a-b97f-efc74d69625b,45205,100,2022
5636057b-5df2-4a72-aa88-b29068849bbf,14912,100,2022
759b5b39-b5ca-4697-ac76-a3ac54ced081,45443,100,2022
45a29ed1-825e-4956-a623-2f91d44c8446,14149,100,2022
25f0425d-a4c5-4fbc-8db5-871eb2446f7c,36988,100,2022
809eac72-9879-48d5-b9d4-caae659e71fa,37202,100,2022
b03c661f-7088-4740-b121-dbc5ae0573a9,138,100,2022
de29e030-9eb1-4edc-af20-cabb91577d2b,14824,100,2022
98a9e79b-50c9-4a9a-b167-aa97c24b78f9,36894,100,2022
1c701237-c401-475f-b48c-f5d965eafa55,45102,100,2022
4f511294-bcdf-4355-962c-20eb35104baf,44843,100,2022
3baff685-23b7-4b79-9d60-c1eb64bfcbab,15585,100,2022
19583408-5420-4acc-8f6c-1a0c71aca78e,44663,100,2022
8bdb83db-2215-459c-bcb2-67ef76f40c9f,37660,100,2022
12765b2f-88c0-4159-82da-5ca7a8a52170,45412,100,2022
88f0f481-38a0-40bc-aa23-8c1171d4eb7e,797,100,2022
ce13b006-0105-4661-8749-20e0edb0fe65,45322,100,2022
e1807a66-f512-41ff-a8a0-09b209194796,44670,100,2022
5f34d735-fda3-4971-9bc8-915a220f90b5,679,100,2022
20275f42-a6cf-4576-9a85-b27a42c52c9e,872,100,2022
bcac3f7e-be9a-46a4-8e18-225df6a2e617,37303,100,2022
c1f9d1f0-6683-4817-a967-93acc1f0ce4f,15280,200,2022
95a59d1f-cc03-4859-8087-9598a49190df,15109,100,2022
12037786-124c-4d56-8e51-de4f42c3d9b6,13867,100,2022
d9ac10d4-8dfa-460a-b0c0-a8ed6797da4d,573,100,2022
6ddd9e7d-c021-4c6f-8b26-ce0f39f8504d,14812,100,2022
387c3bf2-ef7b-4fc1-b7cf-5da14a54cd89,611,100,2022
b3069501-9b80-4cce-a5e6-53b68aff95ad,14557,100,2022
e7b4034d-fea7-4c78-89a1-9a0dfa59882a,44690,100,2022
8659565d-da32-4108-813b-75e7c8275b73,15466,100,2022
281148a8-f4ca-49d5-b666-3e01cfb7afed,45435,100,2022
244850f5-bd53-49db-8da7-0cf9bf813177,41220,100,2022
1f527816-38b2-4304-b063-119edf408bba,14866,100,2022
e3275bff-f487-474b-9fa2-efdf0e3224e5,15563,200,2022
91e245fb-d8cc-4011-a984-44a167940623,46803,100,2022
e7c2cd1e-177c-4d24-ae7b-fb0744e4bda8,36687,100,2022
fd9a71ff-c1d5-4fc6-8e22-7bf482b40ee7,46394,100,2022
4a66f745-adca-4181-847f-7d43dd3e5b5e,45724,200,2022
f20753ca-4d8c-4d8e-9996-bd3a896f6b55,236,100,2022
f0063767-d69b-431e-80a3-e4eed1ac8632,45688,100,2022
df1b97dc-eefc-4927-9c7c-4dffa2bcfd92,15279,100,2022
50d28564-a072-454d-bad3-87cd4cf1a2e7,273,100,2022
2232b2e4-e3cc-46ec-8845-04386212fdd0,14848,100,2022
b3b35eb7-8f9b-4d80-9b86-82b19c34b8ea,15209,100,2022
7fcec679-06ec-4910-a01d-b8ce71b40516,45492,100,2022
3cf25441-8bd9-4d5a-933e-b6a8a2978c27,45740,100,2022
e211e570-89d8-4971-8c5c-da5639ba2d57,786,100,2022
e3353794-942e-4c31-92af-ca0b1f36eb55,145,100,2022
b7c958bf-4fae-4ab0-99a5-3ec15ae7a406,301,100,2022
7e863cc0-63ca-466b-ba3a-bbf5a39e4431,14044,100,2022
3a1bbe9b-c388-4391-a8f9-9c95bc342ffc,14174,100,2022
cd5ddf99-902d-4f03-8bf9-ed084a4169ec,43336,100,2022
48920dd1-7f19-49a2-a7b8-505f81200043,14221,100,2022
f5f51038-9940-467d-9cd8-7989795a60e5,15512,100,2022
dd53e6e2-2c0d-40c4-9122-1580c4899ba0,15540,100,2022
a53df088-9e2c-4a1c-8fb4-cc46fab45ed9,14378,200,2022
8a84655a-b608-4ef2-a06e-d6395c2c7acf,13954,100,2022
8dcbf9b5-07d3-42cc-9c49-76b2c7b96311,44686,100,2022
47c2942a-0467-4331-8718-fcf336c802d6,133,100,2022
de256769-4890-4752-a824-28e2eb8d9b07,39,100,2022
bd5f569f-3f58-4675-b46a-11e30a36b33d,24,100,2022
67291fc8-27c6-4371-b519-baca284f841d,14784,100,2022
c7936625-b9ec-4cb6-9600-549683f4be97,14437,100,2022
fc8a8056-e1b6-4bbd-b244-6769bdb128ed,14983,100,2022
0542ed23-6d56-4b34-a565-9e66b6ee280f,14976,100,2022
d154d116-7048-483b-80c5-c19ac59905de,14511,100,2022
47f4148c-7e8c-4564-9ae5-b4a7744f3866,476,100,2022
578ddbee-aa9f-406f-a4aa-1533dbd24ad9,13986,100,2022
3e097153-38be-4662-a51c-50d391d951b3,15566,100,2022
31a7c074-fe31-4f90-9691-132c0613741e,13852,100,2022
9303010e-6adc-479c-a34e-37b02facf935,45257,100,2022
333abb1a-50e3-448d-bb6b-c0edaa53bef6,42891,100,2022
2f31bba9-d2ca-4adf-bd36-39a60109f835,13836,100,2022
613960a1-feeb-43b1-96ad-60b78ef1c9da,42922,100,2022
5d1ca300-f54f-4cd4-9d5c-4cc2eccbf489,42505,200,2022
d068c301-3b71-4f2e-b46e-94c0fe125473,14881,100,2022
ba7a9f84-7ec6-4678-ab98-9be33080fbed,14254,100,2022
85f4a0e6-dcba-4e8d-be79-38b2c5f9de93,41323,100,2022
24873b0f-ea0c-4d75-aea5-6764985393e7,41472,100,2022
081dd310-5eef-48ab-8d09-1d0a04740337,14781,100,2022
aab5a38b-415e-46bb-a5bf-79726755a66b,45459,100,2022
2dbbe885-ced9-43e9-adfd-5995e897dbff,111,100,2022
929fe4d2-3a4a-4460-acde-ab1f20bda3e8,44944,200,2022
7a62136f-755f-4d7a-8700-4af54cb7b806,37846,100,2022
9cade1ce-cf1c-4486-a2ca-482a1aca57c2,13982,100,2022
cd5f9d13-c63e-4ef1-ab20-dbbe34d96481,550,100,2022
2fa63624-92e3-4329-bca1-0fd4fb67d3a9,731,100,2022
bdfc35cc-acc4-4be6-a850-7308018eb668,45705,200,2022
0533cc4f-2657-4e0d-9187-8164e5bdba5c,33,100,2022
b2d9d051-5c83-496e-b25d-586990980d40,45577,200,2022
fa5d06db-1232-4bcd-8946-c2cb704d1262,14549,100,2022
6eeeeea6-2320-4e35-90fc-056ce703aa58,45176,200,2022
731cc2dc-0b83-4901-a9ff-3b5486627cba,14482,100,2022
